action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,146906,,,146908,,,instructions,"[{""page_index"":0,""viewing_time"":32734},{""page_index"":1,""viewing_time"":29034},{""page_index"":2,""viewing_time"":85133}]",0
,,,,,,,,,132071,,,132072,,,instructions,"[{""page_index"":0,""viewing_time"":45069},{""page_index"":1,""viewing_time"":34468},{""page_index"":2,""viewing_time"":29752},{""page_index"":3,""viewing_time"":22781}]",1
,,,,,,,,,22180,,,197694,,,instructions,"[{""page_index"":0,""viewing_time"":12069},{""page_index"":1,""viewing_time"":4325},{""page_index"":2,""viewing_time"":4201},{""page_index"":3,""viewing_time"":1584}]",1
,,,,,,,,,85449,,,85449,,,instructions,"[{""page_index"":0,""viewing_time"":26169},{""page_index"":1,""viewing_time"":20568},{""page_index"":2,""viewing_time"":27327},{""page_index"":3,""viewing_time"":11384}]",2
,,,,,,,,,16641,,,148480,,,instructions,"[{""page_index"":0,""viewing_time"":6297},{""page_index"":1,""viewing_time"":7880},{""page_index"":2,""viewing_time"":1640},{""page_index"":3,""viewing_time"":824}]",2
,,,,,,,,,452081,,,452083,,,instructions,"[{""page_index"":0,""viewing_time"":62492},{""page_index"":1,""viewing_time"":340656},{""page_index"":2,""viewing_time"":32876},{""page_index"":3,""viewing_time"":16056}]",3
,,,,,,,,,179535,,,179540,,,instructions,"[{""page_index"":0,""viewing_time"":60339},{""page_index"":1,""viewing_time"":56211},{""page_index"":2,""viewing_time"":41776},{""page_index"":3,""viewing_time"":21206}]",4
,,,,,,,,,79033,,,304847,,,instructions,"[{""page_index"":0,""viewing_time"":17839},{""page_index"":1,""viewing_time"":26794},{""page_index"":2,""viewing_time"":23393},{""page_index"":3,""viewing_time"":11006}]",4
,,,,,,,,,226145,,,226147,,,instructions,"[{""page_index"":0,""viewing_time"":103956},{""page_index"":1,""viewing_time"":54393},{""page_index"":2,""viewing_time"":45158},{""page_index"":3,""viewing_time"":22635}]",5
,,,,,,,,,148295,,,148296,,,instructions,"[{""page_index"":0,""viewing_time"":56013},{""page_index"":1,""viewing_time"":32223},{""page_index"":2,""viewing_time"":43593},{""page_index"":3,""viewing_time"":16465}]",6
,,,,,,,,,28563,,,227326,,,instructions,"[{""page_index"":0,""viewing_time"":5402},{""page_index"":1,""viewing_time"":3760},{""page_index"":2,""viewing_time"":12544},{""page_index"":3,""viewing_time"":6856}]",6
