A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,0,1522870541216,"{""rt"": 26562, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""male\"",\""Q1\"":\""28\"",\""Q2\"":\""United States\"",\""Q3\"":\""self-employed\"",\""Q4\"":\""3\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 26714, ""trial_index"": 0}"
A11C01B5PXL1QW:3AMW0RGHOD2G3VP2TXZFZUZ55ESPNU,1,1522870544062,"{""rt"": 1838, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 29562, ""key_press"": 32, ""trial_index"": 1}"
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,0,1522869716567,"{""rt"": 9631, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""female\"",\""Q1\"":\""36\"",\""Q2\"":\""USA\"",\""Q3\"":\""self employed\"",\""Q4\"":\""4\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 9642, ""trial_index"": 0}"
A12SMSQ6D5227J:3IOEN3P9S7J5FI089E28WNVL78X16S,1,1522869720039,"{""rt"": 2468, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 13114, ""key_press"": 32, ""trial_index"": 1}"
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,0,1522885453693,"{""rt"": 69978, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""Male\"",\""Q1\"":\""25\"",\""Q2\"":\""United States\"",\""Q3\"":\""Full-Time Student/Part-Time Employment\"",\""Q4\"":\""1\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 69992, ""trial_index"": 0}"
A13V95MSIU0JN3:3WYP994K17R25OBBL39HAA6VEUEY6X,1,1522885458912,"{""rt"": 4216, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 75212, ""key_press"": 32, ""trial_index"": 1}"
A15A09BRS1Q8W0:33F859I566DMP52H7UM1ZQXK2Y4BHM,0,1522873400848,"{""rt"": 12242, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""male\"",\""Q1\"":\""31\"",\""Q2\"":\""usa\"",\""Q3\"":\""full-time\"",\""Q4\"":\""2\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 12287, ""trial_index"": 0}"
A15A09BRS1Q8W0:33F859I566DMP52H7UM1ZQXK2Y4BHM,1,1522873403496,"{""rt"": 1641, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 14937, ""key_press"": 32, ""trial_index"": 1}"
A1768BFPFQ8AP1:339ANSOTR52NE3HVJPHFY5HPP5SIK6,0,1522869679184,"{""rt"": 19155, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""Male\"",\""Q1\"":\""30\"",\""Q2\"":\""USA\"",\""Q3\"":\""Employed Full-Time\"",\""Q4\"":\""3\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 19166, ""trial_index"": 0}"
A1768BFPFQ8AP1:339ANSOTR52NE3HVJPHFY5HPP5SIK6,1,1522869687311,"{""rt"": 7125, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 27293, ""key_press"": 32, ""trial_index"": 1}"
A1CLCA00V8025R:3K4J6M3CXET36Z2EHA4NJF1D5G6AGR,0,1522869445633,"{""rt"": 14117, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""Male\"",\""Q1\"":\""50\"",\""Q2\"":\""USA\"",\""Q3\"":\""Employed full time\"",\""Q4\"":\""1\""}"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 14131, ""trial_index"": 0}"
A1CLCA00V8025R:3K4J6M3CXET36Z2EHA4NJF1D5G6AGR,1,1522869463359,"{""rt"": 16716, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-1.0-0.0"", ""time_elapsed"": 31858, ""key_press"": 32, ""trial_index"": 1}"
A1CLCA00V8025R:3K4J6M3CXET36Z2EHA4NJF1D5G6AGR,2,1522869478160,"{""rt"": 13791, ""trial_type"": ""text"", ""internal_node_id"": ""0.0-1.0-1.0"", ""time_elapsed"": 46659, ""key_press"": 32, ""trial_index"": 2}"
