action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,,,,,,,28705,,,28706,,,instructions,"[{""page_index"":0,""viewing_time"":14799},{""page_index"":1,""viewing_time"":6118},{""page_index"":2,""viewing_time"":2580},{""page_index"":3,""viewing_time"":5205}]",0
,,,,,,,,,43471,,,133650,,,instructions,"[{""page_index"":0,""viewing_time"":5666},{""page_index"":1,""viewing_time"":15003},{""page_index"":2,""viewing_time"":13902},{""page_index"":3,""viewing_time"":8899}]",0
,,,,,,,,,270975,,,270977,,,instructions,"[{""page_index"":0,""viewing_time"":83590},{""page_index"":1,""viewing_time"":5072},{""page_index"":2,""viewing_time"":1496},{""page_index"":1,""viewing_time"":779},{""page_index"":0,""viewing_time"":9465},{""page_index"":1,""viewing_time"":27748},{""page_index"":2,""viewing_time"":93905},{""page_index"":3,""viewing_time"":48917}]",1
,,,,,,,,,147175,,,483101,,,instructions,"[{""page_index"":0,""viewing_time"":55073},{""page_index"":1,""viewing_time"":47370},{""page_index"":2,""viewing_time"":29409},{""page_index"":3,""viewing_time"":15320}]",1
,,,,,,,,,40245,,,584691,,,instructions,"[{""page_index"":0,""viewing_time"":1702},{""page_index"":1,""viewing_time"":1062},{""page_index"":2,""viewing_time"":35896},{""page_index"":3,""viewing_time"":1582}]",1
,,,,,,,,,138221,,,138221,,,instructions,"[{""page_index"":0,""viewing_time"":29804},{""page_index"":1,""viewing_time"":11126},{""page_index"":2,""viewing_time"":18135},{""page_index"":3,""viewing_time"":79155}]",2
,,,,,,,,,50835,,,281309,,,instructions,"[{""page_index"":0,""viewing_time"":23430},{""page_index"":1,""viewing_time"":9022},{""page_index"":2,""viewing_time"":7211},{""page_index"":3,""viewing_time"":11172}]",2
,,,,,,,,,89818,,,89825,,,instructions,"[{""page_index"":0,""viewing_time"":17105},{""page_index"":1,""viewing_time"":24504},{""page_index"":2,""viewing_time"":29055},{""page_index"":3,""viewing_time"":19153}]",3
,,,,,,,,,580824,,,580824,,,instructions,"[{""page_index"":0,""viewing_time"":515488},{""page_index"":1,""viewing_time"":23911},{""page_index"":2,""viewing_time"":28961},{""page_index"":3,""viewing_time"":12463}]",4
,,,,,,,,,24179,,,636968,,,instructions,"[{""page_index"":0,""viewing_time"":15643},{""page_index"":1,""viewing_time"":3232},{""page_index"":2,""viewing_time"":2072},{""page_index"":3,""viewing_time"":3232}]",4
